Name,Latitude,Longitude
Wexford County Airport,44,-85
Mariners Hospital Heliport,25,-81
Sarcpa Lake Airport,69,-83
Oktibbeha Airport,33,-89
Streets Ferry Heliport,35,-77
Vandalia Municipal Airport,39,-89
Fidelity Heliport,39,-85
Phi Venice Heliport,29,-89
Federhart-Ophelia STOLport,38,-76
Nierenberg Estate Heliport,28,-81
Austin Straubel International Airport,44,-88
François Desourdy Heliport,45,-72
Akron City Hospital Heliport,41,-82
Double Creek Ranch Airport,36,-81
Huntington Memorial Hospital Heliport,41,-85
Bannock Heliport,40,-81
Cove Valley Airport,40,-78
Crowe Airport,32,-84
Tupelo Regional Airport,34,-89
Hook's Heliport,40,-86
Cauquira Airport,15,-84
Muncy Valley Hospital Heliport,41,-77
Howard Nixon Memorial Airport,43,-84
Prairie Ronde Airport,42,-86
Vassar Field,43,-84
Mc Bride's Airport,43,-77
Du Bois Regional Medical Center Heliport,41,-79
Oakland County International Airport,43,-83
Jet-Line Products Heliport,41,-73
Msd Landing Area Heliport,40,-75
Hogan Airport,39,-85
Sudbury (Regional Hospital) Heliport,46,-81
Lucknow Airpark,44,-81
Greenwood-Leflore Hospital Heliport,34,-90
Troop E Heliport,43,-77
MBS International Airport,44,-84
Seamans Field,42,-76
Louisa County-Freeman field,38,-78
Jesuits Bend Heliport,30,-90
Blanket Bay Airport,28,-81
Chambly Airport,45,-73
Bob-Mar Airport,45,-70
Henry County Airport,41,-84
General Electric R&D Center Heliport,43,-74
Miry Dam Heliport,42,-73
Herbert C. Maas Airport,42,-88
Elmhurst Memorial Hospital Heliport,42,-88
Le Blanc Field,31,-90
O'Brien Airpark East/West Airport,30,-83
Sandy Point Airport,38,-77
Wptv Heliport,27,-80
Cumberland County Mosquito Control Helistop,39,-75
Fly I Heliport,35,-81
Big Cypress Airfield,26,-81
Garner Airport,37,-77
Barnes Municipal Airport,42,-73
Wise A.R.Hospital Heliport,37,-83
Snowshoe Resort/Topof the World Heliport,38,-80
Shakamak Airport,39,-87
Daugherty Field,41,-85
Flautt Airport,34,-90
Rif Airport,65,-24
Lost Mountain Airport,39,-79
"Union County, Troy Shelton Field",35,-82
Diamond P. Field,40,-86
Federal Reserve Heliport,38,-78
Mc Colloch's Airport,40,-84
Parry Sound/Frying Pan Island-Sans Souci Seaplane,45,-80
Hinaman Acres Airport,41,-77
Simsbury Airport,42,-73
Buttonville Municipal Airport,44,-79
Altamira de San Carlos Airport,11,-84
Pasco County Mosquito Heliport,28,-83
Sabot Airport,38,-78
Culloden Airport,43,-81
Tappahannock Hospital Heliport,38,-77
Windy's Heliport,41,-73
Gilbert International Airport,34,-81
Sycamore Airport,31,-90
Clarenville Airport,48,-54
Derecsky Airport,41,-81
Moultrie Municipal Airport,31,-84
Richmond County Airport,35,-80
Lexington Medical Center Heliport,34,-81
Salt Fork Lodge Heliport,40,-82
Arch Heliport,39,-90
Rimouski Airport,48,-68
Stettler Strip,41,-85
Mcfaul Airport,44,-89
Hato La Romereña Airport,10,-68
Cooch Landing Area Airport,40,-88
Richland Memorial Hospital Heliport,39,-88
Melanie's Airport,31,-86
Myers Field,40,-87
Mumford Farms Airport,40,-87
Phi Harahan Heliport,30,-90
Mattawan Airpark,42,-86
Loyola University Medical Center Heliport,42,-88
Mike's Heliport,40,-76
29NC Airport,35,-82
Julian Carroll Airport,38,-83
Miller Farm Airport,34,-85
Mount Hawley Auxiliary Airport,41,-90
Metropolitan Complex Heliport,39,-77
Hibbetts Airport,41,-81
Children's Hospital Heliport,41,-82
Landings Condominium Airport,42,-88
St Jude Heliport,30,-90
Frank Sikes Airport,32,-86
Hospital of Pottsville Heliport,41,-76
H D H Heliport,38,-78
Weller Airport,45,-72
LSU University Hospital Heliport,30,-90
Ruhlin Heliport,41,-82
Chesapeake Ranch Airstrip,38,-76
The Meadows Airport,39,-78
Montreal / Vieux Port,46,-74
McCalla Field,20,-75
La Romana Batey Lechuga Airport,19,-69
Morris Airport,40,-86
East Liverpool Seaplane Base,41,-81
Old Rhinebeck Airport,42,-74
Raven's Nest Heliport,41,-74
Cotui Angelina Airport,19,-70
Berwick Hospital Corporation Personal Use Heliport,41,-76
Honduras Br Airport,10,-75
Northern Lite Airport,44,-89
Harold Miller Heliport,44,-84
Shiocton Airport,44,-89
Pfister Helistop,41,-74
Lz Alfa Heliport,37,-76
Idle Wild Airport,29,-82
Robert L. Bradshaw International Airport,17,-63
Glen Oaks Heliport,42,-83
Hemlock Run Airport,42,-77
Latrobe Hospital Heliport,40,-79
Sarah Bush Lincoln Health Center Heliport,39,-88
Buzzards Roost Airport,44,-89
Central Dupage Hospital Heliport,42,-88
Rexach Office Building Heliport,18,-66
Eagle Crest Estates Airport,33,-90
Westosha Airport,43,-88
Solberg Hunterdon Airport,41,-75
Charlotte Douglas International Airport,35,-81
Hoffman's Black Mountain Aerodrome,46,-84
Charlton Strip,27,-81
Piloto Airport,20,-71
Port Meadville Airport,42,-80
Antilla Airport,21,-76
Munson Medical Center Heliport,45,-86
Strietelmeier Flying Field,39,-86
Hawkins County Airport,36,-83
Ridgeland Airport,32,-81
Metter Municipal Airport,32,-82
Cooper Field,40,-87
Mosquito Commission Headquarters Heliport,40,-74
Woodstock Airport,27,-82
Hilltop Airport,41,-85
Allen Airport,41,-81
Ross Bay Junction Airport,53,-66
Douglastown Airport,47,-66
Gutwein Airport,41,-87
Florida Hospital-Fish Memorial Heliport,29,-81
Parker Airport,35,-90
Erwinna Private Airport,41,-75
Brown and Lambrecht Heliport,42,-87
Tecumseh Products Airport,42,-84
Rancho Jamastran Airport,14,-86
Mosquito Control Heliport,30,-81
Eglin Auxiliary Field 6 Airport,31,-87
"NJSP - Troop \"A\" HQ Helistop.",40,-75
Tripp Creek Airport,43,-84
Maria Rayes Airport,22,-79
Dove Heliport,27,-82
Mount Washington Regional Airport,44,-72
Red Roof Airport,46,-88
Alge Airport,41,-84
Dunnville Airport,43,-80
Mather Field,41,-83
Beaverbrook Aerodrome,33,-84
Monroe County Airport,31,-87
St-Esprit,46,-74
Punta Brava Airport,11,-68
Solar Heliport,38,-87
Watson Airport,31,-85
Nl Baroid Heliport,29,-90
Hess Plaza Heliport,41,-74
Miramichi Airport,47,-65
Adams Executive Heliport,28,-82
Walters Airport,39,-77
Portland International Jetport Airport,44,-70
Sunny Slope Runway Airport,45,-87
Gautieri Heliport,43,-78
Gustavo Rojas Pinilla International Airport,13,-82
Taylor Airport,42,-89
Robbins Farm Airport,42,-77
Key West International Airport,25,-82
Chestnut Hill Airport,40,-77
Air Estates Inc Airport,42,-88
Ingersoll Airport,41,-90
Geisinger Heliport,41,-77
Hendrix Airport,41,-88
Capital City Airport,38,-85
Andros Town Airport,25,-78
Richey Airport,41,-81
Tennessee Gas Heliport,37,-87
Bark River Airport,43,-88
Bittner/Whitsel Airport,40,-78
Santa Isabel Airport,18,-66
Gallia Meigs Regional Airport,39,-82
Southern Comforts Aerodrome,35,-79
Little Texas Airport,32,-86
El Lucero del Zulia Airport,10,-71
Leigh Farm Airport,40,-90
Davison Restricted Landing Area,41,-89
Gilfert Airport,41,-77
Neeb Airport,41,-76
St Genevieve County Memorial Hospital Heliport,38,-90
Raceway Airport,38,-87
Jott Heliport,43,-83
Parker-Cramer Airport,41,-79
Memorial Hospital Heliport,44,-71
Atmore Municipal Airport,31,-87
Edwards Heliport,36,-82
Springwood Airstrip,38,-80
Maximo Gomez Airport,22,-79
Broocke Air Patch Airport,28,-80
Petro Heliport,40,-82
Ocean Springs Airport,30,-89
Falmouth Airpark,42,-71
Casey Airport,48,-74
Eagles Ridge Airport,35,-90
Burrs Strip,26,-80
Anderson Municipal Darlington Field,40,-86
Shands Helistop,30,-82
Chicagoland Speedway Heliport,41,-88
King Airport,36,-83
Blue Bird Field,35,-85
Wausau Hospital Center Heliport,45,-90
Hatch Stagefield Army Heliport,31,-86
Dogwood Airpark,38,-77
Apalachicola Regional Airport,30,-85
Santee Cooper Regional Airport,34,-80
Somerset Airport,41,-75
Ozarkcom Army Heliport,39,-90
Wheat Field,35,-82
O'Neal Airport,39,-88
Episcopal Hospital Heliport,40,-75
F. U. M. A. Airport,38,-78
Thorn Health Center Heliport,42,-84
Statesboro Bulloch County Airport,32,-82
San Martin Airport,10,-74
Tompkinsville Monroe County Airport,37,-86
Bethesda Memorial Hospital Heliport,27,-80
Pio Costa Heliport,41,-74
Greater Cumberland Regional Airport,40,-79
Ste Genevieve Flying Club Airport,38,-90
Adair Airstrip,43,-83
Heaven's Landing Airport,35,-83
Babcock H.Q. Airport,27,-82
Frank Pais International Airport,21,-76
Ward Field,43,-72
Dury Estates Airport,38,-89
Plummer Airport,41,-86
Rutgers Helistop Nr 1 Heliport,41,-74
Best Lock Corp Airstrip,40,-86
Fayette Memorial Hospital Heliport,40,-85
Lourdes Medical Center Of Burlington Cty Heliport,40,-75
Thorn Airport,44,-86
August Field,43,-74
Grant Pad Heliport,43,-83
Air Troy Estates - Restricted Airport,43,-88
St James Helistop,27,-82
Pine Hill Municipal Airport,32,-88
Bridgeton Heliport,39,-76
El Palmar Airport,10,-67
Tradewinds Aerodrome,29,-81
Foghorn Farms Airport,40,-86
High School Heliport,42,-71
Prater Ranch Airport,34,-82
Stottle Memorial Heliport,40,-78
Bagwell Airport,36,-79
Jacksonville Pre-Trial Detention Facility Heliport,30,-82
Windward Farms Airport,40,-75
A G A Farms Airport,40,-75
Northwest Florida Community Hospital Heliport,31,-86
Alamance Regnl Medical Center Heliport,36,-80
Pabst Blue Ribbon Airport,41,-80
Cary Fire Dept Heliport,42,-88
Patrum Field,40,-87
Prescott Field,43,-89
Mc Gee Field,35,-80
Johnson Airport,43,-85
Wiscasset Airport,44,-70
Grays Creek Airport,35,-79
Millen Airport,33,-82
Shippensburg Airport,40,-77
Hamilton (Chedoke-McMaster Hospital) Heliport,43,-80
Okeelanta Airport,27,-81
UPMC Northwest Heliport,41,-80
Odot Dist 4 Summit Co Heliport,41,-81
Greeneville Greene County Municipal Airport,36,-83
Kyle Oakley Field,37,-88
Schmidt Airport,40,-88
Sambailo Airport,13,-13
Little Current (Manitoulin Health Centre) Heliport,46,-82
Sauk-Prairie Airport,43,-90
7D Farms Heliport,41,-78
Raintree Seaplane Base,40,-76
Skeleton Lake Seaplane Base,45,-79
Darnell's Field,37,-83
Spanish Cay Airport,27,-78
Rainbow Field,33,-85
Creekside Airport,43,-77
San Francisco De La Paz Airport,15,-86
W S Lee & Sons Inc Heliport,40,-78
Sequoyah Nuclear Plant Heliport,35,-85
Greenville Airport,39,-89
Ramada Inn-Gettysburg Heliport,40,-77
Manassas Regional Harry P. Davis field,39,-78
St. Andre-Avellin,46,-75
Se Georgia Health System-Brunswick Heliport,31,-81
Cuyahoga County Airport,42,-81
Waterbury Airport,42,-73
Grand Lagoon Seaplane Base,30,-86
Eagle's Nest Airport,38,-79
Chester Airport,41,-73
Shady International Airport,29,-82
Toga Airport,37,-79
Merrimack Valley Seaplane Base,43,-71
Groundhog Mountain Airport,37,-80
Casa De Campo International Airport,18,-69
St Mary's Hospital - Kankakee Heliport,41,-88
West Bend Municipal Helipad,43,-88
Orange Hill Airport,31,-86
Lynn Airport,39,-80
Crompton's Private Strip,43,-84
Heitman Field Airport,43,-88
Raya Airport,15,-83
Nett Construction Airport,44,-88
Bloomington Hospital Heliport,39,-87
Holley Nolf Airport,30,-87
Empresas Diaz-Rio Pedras Heliport,18,-66
St-Frédéric Airport,46,-71
Þingeyri Airport,66,-24
Maryland Airport,39,-77
Hahn Sky Ranch Airport,43,-88
Southern Tennessee Medical Center Heliport,35,-86
Robinson Airpark,38,-86
Green Lake Airport,45,-86
Allen Airport,42,-81
5 Lakes Airport,40,-78
Circle T Ranch Airport,45,-84
Stafford Airport,31,-81
Little Deer Airport,26,-81
Boston Brook Airport,47,-68
Sentara Hampton General Hospital Heliport,37,-76
Roseville Field,43,-80
St-François Airport,16,-61
Bahl Helistop,41,-83
Hunt Airport,38,-77
Port-O-John Airport,40,-83
Marion Crittenden County Airport,37,-88
Beaver Run Heliport,40,-75
Tucker Farms Airport,41,-85
Sheriff's North Multi District Office Heliport,29,-82
Twin Gardens Airport,42,-89
Rmc Heliport,37,-87
Folmar Airport,41,-78
Carolinas Medical Center Heliport,35,-81
Scott Field,41,-86
Haig-K Heliport,40,-76
Planeacres Airport,44,-89
Engineers Airport,43,-76
Central Matilde Airport,10,-69
Rock Hill York Co Bryant field,35,-81
Marsh Harbour International Airport,27,-77
Norm's Field,42,-72
Cochino Pequeño Airport,16,-86
Reinke Airport,42,-89
Executive Inn Heliport,38,-88
Spencer Nolf Airport,31,-87
Mountain Empire Airport,37,-81
Dynasty Farms Heliport,43,-71
Lance Airport,41,-75
Troop B Heliport,30,-90
Caputo Helistop,40,-75
Scherrico Meadows Airport,45,-90
Washington County Hospital Heliport,36,-77
El Salvador International Airport,13,-89
Smith Airport,39,-78
Morey's Heliport,39,-75
Edgar County Airport,40,-88
La Fe Airport,10,-74
Uummannaq Heliport,71,-52
Finagin Airfield,39,-77
Iriona Airport,16,-85
Vamc Heliport,41,-73
Darla's Airport,33,-82
White River Seaplane Base,49,-85
Ticonderoga Municipal Airport,44,-73
La Laguna Airport,16,-86
Wolf River Landing Strip,45,-89
Moss Meadows Airport,30,-83
Turkey Scratch Plantation Airport,30,-84
Mount Horeb Field,38,-79
Wingham Airport,44,-81
Dade County Mosquito Control Heliport,26,-80
Wolomolopoag STOLport,42,-71
Trovero Airport,41,-89
Waupun Memorial Hospital Heliport,44,-89
Grass Roots Airpark,29,-82
Spencer Field,35,-86
Hayes Heliport,43,-71
Sands Point Seaplane Base,41,-74
Krout Airport,41,-77
Turners Falls Airport,43,-73
Labrador Landing Seaplane Base,44,-70
Hsi Heliport,41,-73
Decatur County Hospital Heliport,36,-88
Pine Ridge Helistop,26,-82
Jim Finlay Farm Airport,29,-82
Vaughn Private Airport,31,-87
Pocono Mountain Heliport,41,-75
Hobby Hill STOLport,29,-82
Baptist Medical Center Heliport,30,-82
Fulton County Airport,43,-74
Dahio Trotwood Airport,40,-84
Dillenburg's Airport,45,-89
Evergreen Heliport,39,-78
Glenair Airport,39,-77
Berg's Field,39,-77
Union County Airport,40,-83
Batabanó Airport,23,-82
El Platanar Airport,14,-89
Children's Hospital Heliport,40,-83
Lawrence County Airpark,38,-82
Hickory Hills Airport,40,-85
Guatuso Airport,11,-85
Southern Ranch Airport,26,-81
Saqqaq Heliport,70,-52
New Castle Municipal Airport,41,-80
Flat Creek Airport,31,-85
Kittyhawk Estates Airport,30,-83
Advocate Christ Medical Center Heliport,42,-88
Redtail Airstrip,29,-83
Metropolitan Edison Heliport,40,-76
Muskegon General Hospital Heliport,43,-86
Morris Heliport,40,-77
Kamm Airport,40,-88
Augusta Regional At Bush Field,33,-82
Leeward Point Field,20,-75
Wcpx Tv-6 Heliport,29,-81
Gainey Heliport,41,-82
Fall River Airport,42,-71
Picayune Airport,31,-90
Harrington Field,41,-87
Baie-St-Paul Heliport,47,-71
Wawa Airport,48,-85
Anson County Airport,35,-80
Ickes Airport,40,-79
Douro Airfield,44,-78
Minden (Hospital) Heliport,45,-79
Bear Creek Airport,35,-80
Accro  Heliport,10,-64
Seven Gables Airport,38,-78
Tucker Heliport,37,-76
Trinity Medical Center West Heliport,40,-81
Breeden Airport,39,-78
No. 4 E.F.T.S. Windsor Mills Airfield,46,-72
Franklin County Airport,36,-78
St Joseph's Memorial Hospital Heliport,44,-90
Alba Vineyard Balloonport,41,-75
Pecora Field,42,-79
Carroll County Airport,36,-88
Trinty Medical Center Heliport,34,-87
Fort Atkinson Municipal Airport,43,-89
Lindsay Airport,44,-79
Rochelle Municipal Airport - Koritz Field,42,-89
Johnston County Airport,36,-78
Sunset Airport,44,-73
Ashtabula County Medical Center Ctr Heliport,42,-81
Clapper Airport,40,-89
Hillsboro Ford Heliport,43,-72
Consol Heliport,40,-80
Grand Valley (Black Field),44,-80
Johnson Airport,41,-88
Camilla Mitchell County Airport,31,-84
Eliott Barrow Airport,33,-82
Nouadhibou International Airport,21,-17
Panther Field,38,-89
Speedway Heliport,43,-71
Angel's Field,30,-84
Cerro De Piedra Airport,10,-73
Rite Aid Distribution Center Heliport,39,-76
Kennedy Executive Airport,30,-89
Innsbrook Technical Center Heliport,38,-78
St Marys Heliport,43,-79
De Lesseps Field,44,-79
Flying C's Plantation Airport,32,-85
Dreessen Field,41,-87
Arrow Heliport,42,-88
Point Farm Heliport,37,-76
S J M Landing Heliport,42,-72
Tulum Naval Air Station,20,-87
Heliyasa  Heliport,10,-69
Alleghany Regional Hospital Heliport,38,-80
La Grande Rivière Airport,54,-78
Franklin Field,32,-86
41 Heliport,42,-84
Flying D Airport,35,-89
Suwannee Belle Airport,30,-83
Vertientes Airport,21,-78
Bert's Airport,40,-76
Osborn Airfield,29,-82
Linden Airport,41,-74
Camatagua Airport,10,-67
New River Valley Airport,37,-81
Missouri Delta Heliport,37,-90
Bessemer Carraway Heliport,33,-87
Isle-A-Port STOLport,35,-90
Lachute Airport,46,-74
La Tabatière Airport,51,-59
Penn Dda Inc Heliport,40,-75
Lake Forest Hospital Heliport,42,-88
Praise God Airport,38,-83
Lake Persimmon Airstrip,27,-81
Sky King Airport,40,-87
Striplin Airfield,31,-86
Prescott Hill Heliport,44,-72
Sunrise Farms Airport,47,-68
El Descanso de Poco Sol Airport,11,-85
Marshall County Heliport,41,-86
Dodge County Airport,43,-89
Mason Airfield,43,-72
Chambers Airport,42,-76
Val D'or / Huard Water Aerodrome,48,-78
Brickhouse Field,34,-78
Magda Lake Airport,72,-82
Merifield Airport,37,-79
Simcoe (Norfolk General Hospital) Heliport,43,-80
Spring Hill Airport,38,-76
Arneytown Veteran's Cemetary Heliport,40,-75
Augusta Medical Center Heliport,38,-79
Tangerine Airport,29,-82
Agropecuaria Piedra De Agua Azul Airport,13,-87
Hilakos Airport,38,-88
Pittsburgh-Monroeville Airport,40,-80
Oltman-Shuck Airport,41,-89
Bay Bank Ii Heliport,42,-71
Melville Hall Airport,16,-61
Southfork Heliport,28,-81
Ussc/North Haven Heliport,41,-73
Litzinger Ultralightport,39,-85
Vine Grove Airport,38,-86
Rivière-du-Loup Airport,48,-70
Wyeth-Ayerst Nr Heliport,40,-75
Chopper One Heliport,43,-71
Oak Landing Heliport,42,-88
Halifax (South Battery) Heliport,45,-64
Level Acres Farm Airport,40,-77
Higgins Airport,43,-89
Wsmv-Tv Heliport,36,-88
Willow Bend Airport,38,-81
Crossville Memorial Whitson Field,36,-85
Essex / Billing Airstrip,42,-83
Outlaw Field,37,-87
Allsion Plant 5 Heliport,40,-86
Fletcher Airport,41,-80
Harris Airport,44,-73
Mindzak Airfield,41,-82
Mile 80 Airport,51,-66
La Guaira Airport,11,-67
Flying 'O' Airport,45,-89
Pontiac Airpark,46,-76
Corral de Rio Airport,20,-77
St-Gabriel-De-Brandon Airport,46,-73
Ayers Airport,39,-79
Dysinger Airport,43,-84
Snyder Ranch Heliport,41,-80
Onyon Airport,43,-73
Flying C Farm Airport,30,-83
Eberle Ranch Airport,43,-89
Fighter Field Airport,40,-83
Paul Pittman Memorial Airport,31,-90
Tampa Bay Executive Airport,28,-83
Ammassivik Heliport,61,-45
Gorman-Freeman Airport,41,-82
Bilinski Airport,42,-80
Ashman Island Seaplane Base,46,-84
Plugger Airport,38,-88
Licenciado Manuel Crescencio Rejon Int Airport,21,-90
Renfrew (Victoria Hospital) Heliport,45,-77
Brook Hill Farm Airport,38,-79
Hop-Along Airport,38,-80
Hackenburg-Penny Hill Airport,41,-77
Friends Ultralightport,42,-71
Lehigh Valley International Airport,41,-75
Port Hawkesbury Airport,46,-61
Liberty Memorial Hospital Heliport,32,-82
Era Helicopters Fourchon Helibase Heliport,29,-90
Tims Ford Seaplane Base,35,-86
Warren Field,35,-85
Schiffmann Seaplane Base,46,-90
Mc Crory Stores Heliport,40,-77
Carlisle Barracks Heliport,40,-77
Burkes Garden Airport,37,-81
Mays Aviation Airport,41,-89
Miles Field,38,-85
Winterland Airport,47,-55
Lac Berthelot Seaplane Base,49,-76
Memorial Hospital of Cumberland Heliport,40,-79
Xuctul Airport,16,-90
Danville Airport,41,-77
Ivy Hill Airport,37,-79
Schiff Airport,36,-85
Home Safe Airport,40,-80
Kópasker Airport,66,-16
Independence Green Heliport,42,-83
Erch Heliport,42,-85
Sebring Regional Airport,27,-81
Chesapeake General Hospital Heliport,37,-76
Soverel Park Heliport,41,-74
Grady Memorial Hospital Heliport,40,-83
Tan Tan Airport,28,-11
Roberson Airport,38,-86
Bennet Field,44,-89
Kathrinstadt Airport,30,-81
Milburn Airport,41,-81
Flint River Ranch Airport,35,-86
Kanawata Aeroparc Airport,48,-74
Short Airport,37,-85
Exxon Research & Engineering Co. Heliport,41,-75
Smith Field,34,-85
Mc Clain Field,41,-81
H.J.Umbaugh Airport,41,-86
Fairview Airport,39,-77
Crook Restricted Landing Area,38,-90
Field of Dreams Airport,36,-78
Lake Lawn Airport,43,-89
Pio Costa Sand & Gravel Heliport,41,-75
Wing South Airpark,26,-82
85th Avenue Airstrip,29,-82
August Acres Airport,40,-83
Skógasandur Airport,64,-19
Fulton-Itawamba County Airport,34,-88
